run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
4194304,0.3373079,0.3390126,0.3236795
8388608,0.33258444,0.3234766,0.34393895
12582912,0.34075212,0.32755548,0.3316924
16777216,0.30040127,0.3577526,0.34184617
20971520,0.30745357,0.34955454,0.3429919
25165824,0.29747704,0.3510877,0.3514353
29360128,0.28226116,0.3670689,0.35066998
33554432,0.2871752,0.37936297,0.33346182
37748736,0.28798676,0.39068776,0.32132548
41943040,0.2549892,0.41628814,0.32872266
46137344,0.255777,0.41090396,0.33331907
50331648,0.24786437,0.41194928,0.34018636
54525952,0.22756498,0.43716368,0.33527136
58720256,0.2165772,0.45447528,0.32894754
62914560,0.1905368,0.47182164,0.33764157
67108864,0.18958436,0.48848417,0.32193145
71303168,0.19051847,0.49386132,0.31562024
75497472,0.18546435,0.47912455,0.33541113
79691776,0.1888547,0.46987575,0.34126955
83886080,0.20639539,0.42610127,0.36750335
88080384,0.22470292,0.38005942,0.39523768
92274688,0.21368828,0.3787006,0.4076111
96468992,0.21512313,0.38486996,0.40000692
100663296,0.20060033,0.38580504,0.41359466
104857600,0.20750864,0.37403587,0.4184555
109051904,0.24172112,0.3597062,0.3985727
113246208,0.25278923,0.33316204,0.41404873
117440512,0.26066107,0.3217756,0.41756332
121634816,0.27373734,0.3120674,0.41419527
125829120,0.26139846,0.2882284,0.4503732
130023424,0.24863482,0.29826802,0.45309716
134217728,0.26396427,0.2914219,0.44461384
138412032,0.28033957,0.27368355,0.44597688
142606336,0.2696849,0.26624215,0.4640729
146800640,0.2431418,0.2723825,0.48447573
150994944,0.2366747,0.23527658,0.52804875
155189248,0.21132548,0.22501859,0.5636559
159383552,0.24247754,0.23643276,0.5210898
163577856,0.26426798,0.2460118,0.48972028
167772160,0.2696836,0.2594307,0.4708857
171966464,0.25947937,0.23654781,0.50397277
176160768,0.24739902,0.21230398,0.54029703
180355072,0.2524693,0.21729639,0.53023434
184549376,0.27851975,0.23959112,0.48188913
188743680,0.29607937,0.26196873,0.4419519
192937984,0.2990291,0.26843798,0.43253297
197132288,0.30704784,0.24708301,0.44586915
201326592,0.30781496,0.21871471,0.47347033
205520896,0.30406412,0.18957272,0.50636315
209715200,0.32091075,0.17665553,0.50243366
213909504,0.3249536,0.17230216,0.50274426
218103808,0.3241092,0.18184507,0.49404573
222298112,0.33207726,0.17239636,0.49552634
226492416,0.3275241,0.1810057,0.49147022
230686720,0.31818646,0.16056885,0.52124465
234881024,0.2989202,0.15387952,0.5472003
239075328,0.27072245,0.15058069,0.57869685
243269632,0.28212163,0.14006414,0.5778142
247463936,0.25171405,0.13630308,0.61198294
251658240,0.24105996,0.13709989,0.6218402
255852544,0.24731392,0.1363974,0.61628866
260046848,0.2467549,0.1536994,0.5995457
264241152,0.24158588,0.1544229,0.60399127
268435456,0.24202055,0.14424478,0.61373466
272629760,0.29250014,0.14296427,0.5645356
276824064,0.30216074,0.17046717,0.52737206
281018368,0.2981799,0.18757991,0.51424015
285212672,0.27657086,0.18513608,0.5382931
289406976,0.2750994,0.1609013,0.5639993
293601280,0.24433145,0.15683125,0.5988374
297795584,0.27242392,0.17525521,0.55232096
301989888,0.27518192,0.21125528,0.5135628
306184192,0.27467865,0.23178768,0.49353364
310378496,0.27647573,0.23071593,0.49280837
314572800,0.25186604,0.1994869,0.54864705
318767104,0.2285162,0.20330922,0.5681746
322961408,0.2331655,0.20472297,0.5621115
327155712,0.2324467,0.20656458,0.5609887
331350016,0.24633661,0.20926857,0.5443948
335544320,0.26575625,0.23443146,0.4998123
339738624,0.2522537,0.27257836,0.47516793
343932928,0.25747687,0.2759714,0.46655172
348127232,0.23596515,0.25224787,0.511787
352321536,0.20954356,0.23707262,0.5533838
356515840,0.19520545,0.22966942,0.5751252
360710144,0.21126804,0.23000742,0.5587246
364904448,0.19966288,0.25318444,0.54715264
369098752,0.23162055,0.26347485,0.50490457
373293056,0.22969696,0.25335225,0.5169508
377487360,0.25253174,0.26768696,0.47978127
381681664,0.23105976,0.26523477,0.5037055
385875968,0.21289839,0.24875395,0.53834766
390070272,0.23959857,0.26040947,0.49999192
394264576,0.2444646,0.2844391,0.4710963
398458880,0.23476532,0.31014714,0.45508754
402653184,0.21764071,0.31841654,0.46394277
406847488,0.21818286,0.30847704,0.4733401
411041792,0.22804108,0.31865695,0.45330197
415236096,0.23899904,0.29157656,0.4694244
419430400,0.2094652,0.30951545,0.48101938
423624704,0.21446815,0.30132288,0.48420897
427819008,0.21097653,0.34336346,0.44566
432013312,0.2158044,0.34660947,0.43758613
436207616,0.21467865,0.33764794,0.44767344
440401920,0.19753726,0.3502285,0.45223427
444596224,0.16988336,0.35181996,0.47829667
448790528,0.19074966,0.35112947,0.45812088
452984832,0.22612265,0.3377875,0.43608984
457179136,0.25298634,0.33370072,0.41331297
461373440,0.24629922,0.32659787,0.42710292
465567744,0.22913983,0.32571143,0.44514874
469762048,0.22906843,0.32126534,0.4496662
473956352,0.22727656,0.31522837,0.45749503
478150656,0.22528656,0.32230654,0.4524069
482344960,0.28548604,0.3026591,0.41185486
486539264,0.28241515,0.32172567,0.39585918
490733568,0.2952902,0.31678843,0.38792133
494927872,0.27671364,0.31580287,0.4074835
499122176,0.2522708,0.30107325,0.446656
503316480,0.22435972,0.28570133,0.48993897
